symbol,sign,prior,open,high,low,last,change,percentChange,totalVolume,marketCap,industryName,sectorName
SAMCO,,1.41,1.41,1.44,1.41,1.42,0.01,0.7092198581560284,110410.0,904938628.86,PROPCON,PROP
SC,,4.3,4.3,4.3,4.16,4.22,-0.08,-1.8604651162790697,19080832.0,18157250945.7,PROPCON,PROP
SENA,,3.94,3.94,3.96,3.92,3.94,0.0,0.0,1103705.0,5681602013.92,PROPCON,PROP
SIRI,,1.77,1.78,1.79,1.76,1.76,-0.01,-0.5649717514124294,163702860.0,26413933535.07,PROPCON,PROP
SPALI,,24.8,24.8,24.8,24.3,24.3,-0.5,-2.0161290322580645,8016762.0,48435739944.0,PROPCON,PROP
UV,,2.92,2.9,2.94,2.9,2.94,0.02,0.684931506849315,318610.0,5582825488.04,PROPCON,PROP
WHA,,4.12,4.12,4.14,4.06,4.08,-0.04,-0.970873786407767,187286355.0,61580958877.48,PROPCON,PROP
WIN,,1.04,1.04,1.09,1.04,1.06,0.02,1.9230769230769231,1144816.0,583589780.8,PROPCON,PROP
AIMCG,,5.2,5.25,5.25,5.2,5.2,0.0,0.0,121214.0,1497600000.0,PROPCON,PF&REIT
AIMIRT,,12.0,12.0,12.1,12.0,12.1,0.1,0.8333333333333334,60000.0,7145769228.0,PROPCON,PF&REIT
ALLY,,7.25,7.25,7.25,7.15,7.25,0.0,0.0,345764.0,6337225000.0,PROPCON,PF&REIT
AMATAR,,6.65,6.65,6.7,6.65,6.65,0.0,0.0,40800.0,2379968500.0,PROPCON,PF&REIT
B-WORK,,9.9,9.9,9.95,9.9,9.9,0.0,0.0,16400.0,3651120000.0,PROPCON,PF&REIT
BAREIT,,10.5,10.5,10.5,10.4,10.5,0.0,0.0,514500.0,10846500000.0,PROPCON,PF&REIT
BKKCP,,10.3,10.4,10.4,10.3,10.3,0.0,0.0,600.0,1030000000.0,PROPCON,PF&REIT
BOFFICE,,8.1,8.05,8.05,7.95,7.95,-0.15,-1.8518518518518519,55000.0,5976763799.4,PROPCON,PF&REIT
CPNCG,,11.6,11.6,11.6,11.5,11.6,0.0,0.0,70011.0,4949012400.0,PROPCON,PF&REIT
CPNREIT,,19.4,19.5,19.6,19.4,19.5,0.1,0.5154639175257731,764312.0,49819859600.0,PROPCON,PF&REIT
CPTGF,,7.35,7.35,7.4,7.35,7.4,0.05,0.6802721088435374,91319.0,7107450000.0,PROPCON,PF&REIT
CTARAF,,5.25,5.2,5.25,5.15,5.2,-0.05,-0.9523809523809523,242400.0,1680000000.0,PROPCON,PF&REIT
DREIT,,6.25,6.2,6.2,6.15,6.15,-0.1,-1.6,12700.0,4446875000.0,PROPCON,PF&REIT
ERWPF,,4.16,4.16,4.18,4.14,4.14,-0.02,-0.4807692307692308,106300.0,732576000.0,PROPCON,PF&REIT
FTREIT,,10.3,10.3,10.4,10.3,10.3,0.0,0.0,35100.0,31552886594.4,PROPCON,PF&REIT
FUTUREPF,,14.7,14.7,14.8,14.6,14.8,0.1,0.6802721088435374,200415.0,7784621670.0,PROPCON,PF&REIT
GAHREIT,,8.5,8.5,8.5,8.45,8.5,0.0,0.0,17101.0,1491750000.0,PROPCON,PF&REIT
GROREIT,,9.75,9.75,9.8,9.75,9.8,0.05,0.5128205128205128,40000.0,3071250000.0,PROPCON,PF&REIT
GVREIT,,9.1,9.1,9.15,9.05,9.1,0.0,0.0,534645.0,7414680000.0,PROPCON,PF&REIT
HPF,,4.7,4.74,4.74,4.7,4.7,0.0,0.0,15000.0,2209000000.0,PROPCON,PF&REIT
HYDROGEN,,10.1,10.1,10.1,10.0,10.0,-0.1,-0.9900990099009901,348400.0,2097972000.0,PROPCON,PF&REIT
IMPACT,,12.4,12.4,12.5,12.3,12.4,0.0,0.0,241384.0,18383000000.0,PROPCON,PF&REIT
INETREIT,,11.4,11.4,11.4,11.4,11.4,0.0,0.0,9400.0,3762000000.0,PROPCON,PF&REIT
KPNPF,,5.0,,,,,,,,900000000.0,PROPCON,PF&REIT
KTBSTMR,,8.95,8.9,8.95,8.9,8.95,0.0,0.0,14700.0,2698425000.0,PROPCON,PF&REIT
LHHOTEL,,12.5,12.5,12.5,12.0,12.2,-0.3,-2.4,663381.0,6723998750.0,PROPCON,PF&REIT
LHPF,,6.15,6.15,6.15,6.15,6.15,0.0,0.0,5103.0,2029500000.0,PROPCON,PF&REIT
LHSC,,11.2,11.1,11.2,11.1,11.2,0.0,0.0,74501.0,5466324640.0,PROPCON,PF&REIT
LPF,,12.6,12.7,12.7,12.6,12.7,0.1,0.7936507936507936,367869.0,29449764892.8,PROPCON,PF&REIT
LUXF,,7.75,7.6,7.75,7.55,7.75,0.0,0.0,10304.0,1522875000.0,PROPCON,PF&REIT
M-II,,7.3,7.3,7.3,7.25,7.3,0.0,0.0,7000.0,1255600000.0,PROPCON,PF&REIT
M-PAT,,4.0,,,,,,,,420000000.0,PROPCON,PF&REIT
M-STOR,,6.05,5.6,5.6,5.6,5.6,-0.45,-7.43801652892562,10000.0,367840000.0,PROPCON,PF&REIT
MIPF,,14.4,14.1,14.1,14.1,14.1,-0.3,-2.0833333333333335,700.0,2736000000.0,PROPCON,PF&REIT
MIT,,1.83,1.83,1.84,1.83,1.83,0.0,0.0,2200.0,178425000.0,PROPCON,PF&REIT
MJLF,,5.75,5.8,5.8,5.8,5.8,0.05,0.8695652173913043,22746.0,1897500000.0,PROPCON,PF&REIT
MNIT,,1.72,1.72,1.76,1.72,1.76,0.04,2.3255813953488373,10600.0,237360000.0,PROPCON,PF&REIT
MNIT2,,4.98,4.98,4.98,4.98,4.98,0.0,0.0,3000.0,500340600.0,PROPCON,PF&REIT
MNRF,,2.84,2.86,2.86,2.84,2.86,0.02,0.704225352112676,1500.0,305300000.0,PROPCON,PF&REIT
POPF,,11.4,11.3,11.5,11.3,11.5,0.1,0.8771929824561403,233910.0,5490680040.0,PROPCON,PF&REIT
PPF,,11.3,11.4,11.4,11.4,11.4,0.1,0.8849557522123894,200.0,2536963000.0,PROPCON,PF&REIT
PROSPECT,,9.7,9.7,9.75,9.65,9.75,0.05,0.5154639175257731,129500.0,2376500000.0,PROPCON,PF&REIT
QHHR,,5.9,5.9,6.0,5.9,6.0,0.1,1.694915254237288,140501.0,1982400000.0,PROPCON,PF&REIT
QHOP,,2.74,2.76,2.9,2.7,2.8,0.06,2.18978102189781,158667.0,524162000.0,PROPCON,PF&REIT
QHPF,,9.4,9.45,9.45,9.4,9.45,0.05,0.5319148936170213,97306.0,7491800000.0,PROPCON,PF&REIT
SHREIT,NP,3.28,3.3,3.3,3.3,3.3,0.02,0.6097560975609756,100000.0,1157304376.0,PROPCON,PF&REIT
SIRIP,,7.6,8.95,8.95,8.8,8.85,1.25,16.44736842105263,900.0,1292000000.0,PROPCON,PF&REIT
SPRIME,,6.9,6.95,6.95,6.9,6.95,0.05,0.7246376811594203,44471.0,3082575000.0,PROPCON,PF&REIT
SRIPANWA,,7.75,7.8,7.8,7.65,7.7,-0.05,-0.6451612903225806,6900.0,2162746000.0,PROPCON,PF&REIT
SSPF,,7.15,,,,,,,,1194050000.0,PROPCON,PF&REIT
SSTRT,,5.75,5.75,5.8,5.7,5.7,-0.05,-0.8695652173913043,234333.0,898437500.0,PROPCON,PF&REIT
TIF1,,9.1,9.1,9.1,9.0,9.0,-0.1,-1.098901098901099,100600.0,819000000.0,PROPCON,PF&REIT
TLHPF,,7.65,7.65,7.7,7.65,7.7,0.05,0.6535947712418301,4500.0,1315800000.0,PROPCON,PF&REIT
TNPF,,1.81,1.84,1.85,1.81,1.81,0.0,0.0,700.0,265045540.0,PROPCON,PF&REIT
TPRIME,,8.75,8.75,8.75,8.65,8.65,-0.1,-1.1428571428571428,6100.0,4790625000.0,PROPCON,PF&REIT
TTLPF,,22.8,22.8,22.8,22.8,22.8,0.0,0.0,100.0,4104000000.0,PROPCON,PF&REIT
TU-PF,,0.91,0.96,1.15,0.96,0.97,0.06,6.593406593406593,7900.0,94849118.0,PROPCON,PF&REIT
URBNPF,,2.02,2.02,2.22,2.02,2.22,0.2,9.900990099009901,200.0,145440000.0,PROPCON,PF&REIT
WHABT,,8.55,8.5,8.6,8.5,8.6,0.05,0.5847953216374269,31600.0,1727100000.0,PROPCON,PF&REIT
WHAIR,,7.6,7.55,7.55,7.4,7.45,-0.15,-1.9736842105263157,905123.0,6385019281.6,PROPCON,PF&REIT
WHART,,10.7,10.6,10.7,10.6,10.7,0.0,0.0,1040854.0,35020334318.7,PROPCON,PF&REIT
APCS,,4.88,4.88,4.9,4.82,4.9,0.02,0.4098360655737705,10700.0,3220799326.56,PROPCON,CONS
BJCHI,,1.74,1.74,1.75,1.73,1.74,0.0,0.0,917810.0,2783460600.0,PROPCON,CONS
BKD,,2.36,2.32,2.36,2.28,2.36,0.0,0.0,369101.0,2539857091.52,PROPCON,CONS
CIVIL,,2.88,2.88,2.92,2.86,2.92,0.04,1.3888888888888888,637741.0,2016000000.0,PROPCON,CONS
CK,,24.2,24.0,24.3,24.0,24.3,0.1,0.4132231404958678,2423298.0,40992304302.4,PROPCON,CONS
CNT,,1.37,1.35,1.39,1.35,1.36,-0.01,-0.7299270072992701,113400.0,1408228677.28,PROPCON,CONS
EMC,C,0.14,0.14,0.14,0.13,0.13,-0.01,-7.142857142857143,5591800.0,1180729166.82,PROPCON,CONS
ITD,,1.91,1.92,1.94,1.9,1.91,0.0,0.0,8514423.0,10084549683.04,PROPCON,CONS
NWR,,0.75,0.75,0.76,0.74,0.76,0.01,1.3333333333333333,3960725.0,1939111136.25,PROPCON,CONS
PLE,,0.66,0.67,0.67,0.66,0.67,0.01,1.5151515151515151,20104.0,898799822.58,PROPCON,CONS
PREB,,8.5,8.5,8.6,8.45,8.55,0.05,0.5882352941176471,124120.0,2623749927.0,PROPCON,CONS
PYLON,,4.54,4.56,4.56,4.46,4.46,-0.08,-1.7621145374449338,180490.0,3404425217.84,PROPCON,CONS
RT,,1.4,1.41,1.43,1.38,1.39,-0.01,-0.7142857142857143,2232328.0,1542636200.0,PROPCON,CONS
SEAFCO,,3.72,3.74,3.74,3.7,3.72,0.0,0.0,428451.0,2751713417.76,PROPCON,CONS
SQ,,1.84,1.84,1.85,1.84,1.85,0.01,0.5434782608695652,195100.0,2114454400.0,PROPCON,CONS
SRICHA,,9.0,9.1,9.15,8.95,9.05,0.05,0.5555555555555556,130500.0,2788911000.0,PROPCON,CONS
STEC,,13.8,13.7,13.8,13.5,13.6,-0.2,-1.4492753623188406,12646213.0,21046470252.0,PROPCON,CONS
STI,,4.96,4.98,5.05,4.96,4.96,0.0,0.0,441700.0,2990865511.84,PROPCON,CONS
STPI,,4.16,4.18,4.2,4.12,4.16,0.0,0.0,1325211.0,6759298948.48,PROPCON,CONS
SYNTEC,,1.77,1.77,1.78,1.76,1.78,0.01,0.5649717514124294,1813902.0,2815994421.0,PROPCON,CONS
TEAMG,,12.9,13.1,13.7,12.8,13.0,0.1,0.7751937984496124,5612414.0,8772000000.0,PROPCON,CONS
TEKA,,2.92,2.96,2.96,2.9,2.92,0.0,0.0,575614.0,876000000.0,PROPCON,CONS
TPOLY,,1.33,1.32,1.39,1.32,1.35,0.02,1.5037593984962405,396301.0,761770113.72,PROPCON,CONS
TRC,C,0.29,0.29,0.3,0.28,0.29,0.0,0.0,17873863.0,2780272583.02,PROPCON,CONS
TRITN,,0.17,0.18,0.18,0.17,0.18,0.01,5.882352941176471,18469672.0,1891683828.78,PROPCON,CONS
TTCL,,4.52,4.52,4.54,4.5,4.52,0.0,0.0,621902.0,2784320194.36,PROPCON,CONS
UNIQ,,4.58,4.62,4.64,4.58,4.64,0.06,1.3100436681222707,296300.0,4951054438.74,PROPCON,CONS
WGE,,1.29,1.3,1.31,1.29,1.29,0.0,0.0,133803.0,774000000.0,PROPCON,CONS
7UP,,0.62,0.62,0.62,0.6,0.61,-0.01,-1.6129032258064515,8333376.0,3188704524.68,RESOURC,ENERG
ACC,,1.15,1.16,1.17,1.14,1.14,-0.01,-0.8695652173913043,3665015.0,1544513966.45,RESOURC,ENERG
ACE,,2.66,2.66,2.76,2.66,2.7,0.04,1.5037593984962405,40885244.0,27068159893.6,RESOURC,ENERG
AGE,,4.06,4.1,4.1,4.06,4.08,0.02,0.49261083743842365,1156621.0,4416269250.82,RESOURC,ENERG
AI,,5.9,5.9,6.05,5.9,6.0,0.1,1.694915254237288,272566.0,4129994223.9,RESOURC,ENERG
AIE,,2.72,2.72,2.92,2.7,2.84,0.12,4.411764705882353,6479562.0,3608388491.52,RESOURC,ENERG
AKR,,0.87,0.88,0.89,0.88,0.88,0.01,1.1494252873563218,868000.0,1280233584.72,RESOURC,ENERG
BAFS,,31.5,31.25,32.0,31.25,31.75,0.25,0.7936507936507936,1414346.0,20081128819.5,RESOURC,ENERG
BANPU,,13.7,13.7,13.8,13.6,13.7,0.0,0.0,49373887.0,115822011015.6,RESOURC,ENERG
BBGI,,6.15,6.15,6.25,6.0,6.1,-0.05,-0.8130081300813008,2816453.0,8892900000.0,RESOURC,ENERG
BCP,,31.0,31.5,32.25,31.25,31.5,0.5,1.6129032258064515,11969083.0,42684617867.0,RESOURC,ENERG
BCPG,,10.2,10.2,10.4,10.2,10.2,0.0,0.0,4314790.0,29658415152.0,RESOURC,ENERG
BGRIM,,40.75,40.75,40.75,39.75,39.75,-1.0,-2.4539877300613497,12081062.0,106231175000.0,RESOURC,ENERG
BPP,,16.4,16.5,16.7,16.4,16.4,0.0,0.0,2418049.0,49982799880.0,RESOURC,ENERG
BRRGIF,,4.84,4.84,4.84,4.82,4.84,0.0,0.0,28000.0,1694000000.0,RESOURC,ENERG
CKP,,4.58,4.58,4.66,4.56,4.56,-0.02,-0.4366812227074236,20163214.0,37232572898.82,RESOURC,ENERG
CV,,1.72,1.72,1.73,1.71,1.72,0.0,0.0,1204702.0,2201600000.0,RESOURC,ENERG
DEMCO,,5.9,6.0,6.0,5.8,5.9,0.0,0.0,1042907.0,4309031080.9,RESOURC,ENERG
EA,,97.5,97.5,98.5,96.5,97.0,-0.5,-0.5128205128205128,9535705.0,363675000000.0,RESOURC,ENERG
EASTW,,5.3,5.35,5.4,5.3,5.3,0.0,0.0,914385.0,8817743289.7,RESOURC,ENERG
EGATIF,,6.55,6.55,6.65,6.55,6.6,0.05,0.7633587786259542,273950.0,13660025000.0,RESOURC,ENERG
EGCO,,173.5,173.5,174.0,172.5,172.5,-1.0,-0.5763688760806917,826696.0,91341677500.0,RESOURC,ENERG
EP,,4.24,4.22,4.24,4.22,4.22,-0.02,-0.4716981132075472,153820.0,3953830091.28,RESOURC,ENERG
ESSO,,13.0,12.7,12.9,12.5,12.6,-0.4,-3.076923076923077,37895357.0,44991154000.0,RESOURC,ENERG
ETC,,3.94,3.94,4.0,3.9,3.92,-0.02,-0.5076142131979695,5030700.0,8825600000.0,RESOURC,ENERG
GPSC,,73.5,73.75,74.0,72.5,73.0,-0.5,-0.6802721088435374,6781842.0,207250108474.5,RESOURC,ENERG
GREEN,,1.14,1.14,1.22,1.14,1.17,0.03,2.6315789473684212,1196805.0,932548191.06,RESOURC,ENERG
GULF,,55.5,55.5,55.75,55.0,55.25,-0.25,-0.45045045045045046,21086192.0,651189824889.0,RESOURC,ENERG
GUNKUL,,5.25,5.25,5.35,5.2,5.25,0.0,0.0,33171943.0,46633287613.5,RESOURC,ENERG
IFEC,"SP, NP, NC",0.35,,,,,,,,,RESOURC,ENERG
IRPC,,3.02,3.02,3.04,3.0,3.02,0.0,0.0,188456068.0,61711946122.92,RESOURC,ENERG
JR,,7.15,7.15,7.2,7.15,7.2,0.05,0.6993006993006993,209000.0,5434000000.0,RESOURC,ENERG
KBSPIF,,11.3,11.3,11.3,11.2,11.3,0.0,0.0,22600.0,3164000000.0,RESOURC,ENERG
LANNA,,17.7,17.7,17.8,17.6,17.7,0.0,0.0,1093123.0,9292494318.3,RESOURC,ENERG
MDX,,4.38,4.42,4.42,4.4,4.4,0.02,0.45662100456621,18800.0,2083097961.96,RESOURC,ENERG
NOVA,,11.1,11.4,11.4,11.2,11.2,0.1,0.9009009009009009,9200.0,1886434166.4,RESOURC,ENERG
OR,,23.9,23.9,23.9,23.7,23.8,-0.1,-0.41841004184100417,14287014.0,286800000000.0,RESOURC,ENERG
PCC,,3.32,3.34,3.34,3.3,3.32,0.0,0.0,1288824.0,4072375412.0,RESOURC,ENERG
PRIME,,1.35,1.35,1.37,1.34,1.34,-0.01,-0.7407407407407407,189759.0,5743555445.25,RESOURC,ENERG
PTG,,14.4,14.4,14.6,14.4,14.5,0.1,0.6944444444444444,4375702.0,24048000000.0,RESOURC,ENERG
PTT,,32.75,33.0,33.5,32.75,33.25,0.5,1.5267175572519085,94406062.0,935438127187.5,RESOURC,ENERG
PTTEP,,176.0,177.0,179.5,176.5,176.5,0.5,0.2840909090909091,8887860.0,698717430400.0,RESOURC,ENERG
QTC,,4.7,4.76,4.76,4.74,4.74,0.04,0.851063829787234,15200.0,1603135017.9,RESOURC,ENERG
RATCH,,42.75,42.75,43.25,42.5,42.75,0.0,0.0,21227857.0,92981249358.75,RESOURC,ENERG
RPC,,0.94,0.95,0.96,0.94,0.96,0.02,2.127659574468085,342053.0,1226384277.5,RESOURC,ENERG
SCG,,4.88,4.88,4.98,4.84,4.84,-0.04,-0.819672131147541,43531.0,5678834781.76,RESOURC,ENERG
SCI,,1.36,1.36,1.38,1.35,1.35,-0.01,-0.7352941176470589,788300.0,1020000000.0,RESOURC,ENERG
SCN,,2.14,2.14,2.14,2.1,2.12,-0.02,-0.9345794392523364,514101.0,2568000000.0,RESOURC,ENERG
SGP,,9.9,9.9,10.0,9.9,9.95,0.05,0.5050505050505051,684127.0,18194843700.0,RESOURC,ENERG
SKE,,0.7,0.7,0.71,0.69,0.7,0.0,0.0,523200.0,781200000.0,RESOURC,ENERG
SOLAR,,0.88,0.88,0.92,0.88,0.9,0.02,2.272727272727273,1539351.0,957659530.08,RESOURC,ENERG
SPCG,,14.3,14.7,14.7,14.3,14.5,0.2,1.3986013986013985,1183032.0,15097797000.0,RESOURC,ENERG
SPRC,,10.9,10.9,11.0,10.7,10.7,-0.2,-1.834862385321101,20837786.0,47261333162.5,RESOURC,ENERG
SSP,,9.95,10.0,10.2,10.0,10.0,0.05,0.5025125628140703,2860667.0,12426881081.4,RESOURC,ENERG
SUPER,,0.66,0.66,0.67,0.65,0.66,0.0,0.0,47113997.0,18050652250.62,RESOURC,ENERG
SUPEREIF,,9.85,9.85,9.85,9.8,9.8,-0.05,-0.5076142131979695,162964.0,5072750000.0,RESOURC,ENERG
SUSCO,,4.26,4.34,4.36,4.02,4.02,-0.24,-5.633802816901408,44640610.0,4473000238.56,RESOURC,ENERG
TAE,,1.58,1.59,1.6,1.58,1.59,0.01,0.6329113924050633,142236.0,1580000000.0,RESOURC,ENERG
TCC,,0.92,0.93,0.94,0.91,0.92,0.0,0.0,2696817.0,1281305360.56,RESOURC,ENERG
TGE,,1.72,1.72,1.78,1.71,1.77,0.05,2.9069767441860463,7229949.0,3784000000.0,RESOURC,ENERG
TOP,,56.5,56.25,56.75,56.25,56.25,-0.25,-0.4424778761061947,5708042.0,126211709479.0,RESOURC,ENERG
TPIPP,,3.4,3.4,3.44,3.38,3.4,0.0,0.0,5555912.0,28560000000.0,RESOURC,ENERG
TSE,,2.34,2.34,2.38,2.34,2.34,0.0,0.0,1993503.0,4955456097.54,RESOURC,ENERG
TTW,,9.1,9.1,9.15,9.0,9.0,-0.1,-1.098901098901099,3381405.0,36309000000.0,RESOURC,ENERG
UBE,,1.44,1.45,1.47,1.44,1.45,0.01,0.6944444444444444,3281436.0,5636571840.0,RESOURC,ENERG
WHAUP,,4.12,4.12,4.14,4.1,4.1,-0.02,-0.4854368932038835,2890342.0,15759000000.0,RESOURC,ENERG
WP,,4.5,4.5,4.5,4.42,4.5,0.0,0.0,44228.0,2333250000.0,RESOURC,ENERG
THL,"SP, NC",0.46,,,,,,,,,RESOURC,MINE
B52,,2.28,2.28,2.28,2.2,2.22,-0.06,-2.6315789473684212,35900.0,1631770151.64,SERVICE,COMM
